clean_tweet	airline_sentiment
usairways never treated poorly airline life military family alot flying	negative
usairways americanair burned lot time cell minutes working flight issue hopefully fly home morning	negative
usairways would rather plane get exposed nasty contagious virus work wth get flight changed late flightr date	negative
usairways worked bought rental car failed get location paid get	negative
usairways hold minutes counting unacceptable	negative
usairways discovered flight cancelled flightled yesterday pm americanairlnes finally notified us flight cancelled flighted	negative
usairways appalled departure messed return supposed fly alone two sick kids	negative
usairways tweet day get live cust rep make sure world knows care customers health	negative
usairways thank	positive
usairways decided good sport give guys another shot flight delayed	negative
usairways americanair hold hours yesterday w speaking agent hold w phones mins let bashing begin	negative
usairways please fix unproductive check process dca check stations people working total mess	negative
usairways	negative
usairways clt baggage crew deserves kudos run make connection bags still made customerservice	positive
usairways thanks	positive
usairways denied mom flight needed breast pumping parts full flight please fix asap freeflight	negative
usairways relied us airways mistake awful customer experience	negative
usairways thank website crashing	negative
usairways hold hrs flight cancelled flightled amp anthony beyond rude helpful americanair weighing	negative
usairways nightmare ever end found flight today delayed due ground handling delays affecting prior flight	negative
